Price,Close,High,Low,Open,Volume
Ticker,6618.HK,6618.HK,6618.HK,6618.HK,6618.HK
Datetime,,,,,
2025-02-26 17:30:00+08:00,35.25,35.54999923706055,34.75,35.04999923706055,3232350
2025-02-26 18:00:00+08:00,35.5,35.54999923706055,34.900001525878906,35.25,2848350
2025-02-26 18:30:00+08:00,35.79999923706055,35.79999923706055,35.150001525878906,35.5,1408296
2025-02-26 19:00:00+08:00,35.400001525878906,36.099998474121094,35.349998474121094,35.75,2589100
2025-02-26 19:30:00+08:00,35.0,35.45000076293945,34.95000076293945,35.400001525878906,1632350
2025-02-26 21:00:00+08:00,35.599998474121094,35.650001525878906,34.900001525878906,35.099998474121094,1199030
2025-02-26 21:30:00+08:00,35.150001525878906,35.650001525878906,35.150001525878906,35.599998474121094,1168450
2025-02-26 22:00:00+08:00,35.20000076293945,35.29999923706055,35.0,35.20000076293945,1164500
2025-02-26 22:30:00+08:00,35.0,35.349998474121094,34.95000076293945,35.150001525878906,1434850
2025-02-26 23:00:00+08:00,35.400001525878906,35.5,35.0,35.04999923706055,2406310
2025-02-26 23:30:00+08:00,35.150001525878906,35.349998474121094,34.849998474121094,35.349998474121094,2752973
2025-02-27 00:00:00+08:00,35.25,35.25,35.25,35.25,444300
2025-02-27 17:30:00+08:00,34.70000076293945,35.45000076293945,34.599998474121094,34.650001525878906,3398050
2025-02-27 18:00:00+08:00,34.79999923706055,34.95000076293945,33.95000076293945,34.79999923706055,6054846
2025-02-27 18:30:00+08:00,34.400001525878906,35.099998474121094,34.25,34.900001525878906,2383793
2025-02-27 19:00:00+08:00,34.400001525878906,34.70000076293945,34.150001525878906,34.45000076293945,1587200
2025-02-27 19:30:00+08:00,34.150001525878906,34.45000076293945,34.04999923706055,34.45000076293945,1011950
2025-02-27 21:00:00+08:00,34.150001525878906,34.25,33.849998474121094,34.150001525878906,1718241
2025-02-27 21:30:00+08:00,34.849998474121094,34.900001525878906,34.150001525878906,34.20000076293945,1475997
2025-02-27 22:00:00+08:00,35.29999923706055,35.400001525878906,34.75,34.900001525878906,1649800
2025-02-27 22:30:00+08:00,35.349998474121094,35.5,35.150001525878906,35.400001525878906,1524550
2025-02-27 23:00:00+08:00,35.150001525878906,35.5,35.0,35.400001525878906,1832750
2025-02-27 23:30:00+08:00,35.400001525878906,35.5,35.04999923706055,35.20000076293945,2707600
2025-02-28 00:00:00+08:00,35.400001525878906,35.400001525878906,35.400001525878906,35.400001525878906,752000
2025-02-28 17:30:00+08:00,34.79999923706055,35.349998474121094,34.45000076293945,35.20000076293945,3448800
2025-02-28 18:00:00+08:00,34.79999923706055,35.099998474121094,34.599998474121094,34.79999923706055,1567900
2025-02-28 18:30:00+08:00,34.599998474121094,35.150001525878906,34.54999923706055,34.79999923706055,1136399
