Price,Close,High,Low,Open,Volume
Ticker,6618.HK,6618.HK,6618.HK,6618.HK,6618.HK
Datetime,,,,,
2025-02-26 22:30:00-05:00,34.150001525878906,34.45000076293945,34.04999923706055,34.45000076293945,1011950
2025-02-27 00:00:00-05:00,34.150001525878906,34.25,33.849998474121094,34.150001525878906,1718241
2025-02-27 00:30:00-05:00,34.849998474121094,34.900001525878906,34.150001525878906,34.20000076293945,1475997
2025-02-27 01:00:00-05:00,35.29999923706055,35.400001525878906,34.75,34.900001525878906,1649800
2025-02-27 01:30:00-05:00,35.349998474121094,35.5,35.150001525878906,35.400001525878906,1524550
2025-02-27 02:00:00-05:00,35.150001525878906,35.5,35.0,35.400001525878906,1832750
2025-02-27 02:30:00-05:00,35.400001525878906,35.5,35.04999923706055,35.20000076293945,2707600
2025-02-27 03:00:00-05:00,35.400001525878906,35.400001525878906,35.400001525878906,35.400001525878906,752000
2025-02-27 20:30:00-05:00,34.79999923706055,35.349998474121094,34.45000076293945,35.20000076293945,3448800
2025-02-27 21:00:00-05:00,34.79999923706055,35.099998474121094,34.599998474121094,34.79999923706055,1567900
2025-02-27 21:30:00-05:00,34.599998474121094,35.150001525878906,34.54999923706055,34.79999923706055,1136399
2025-02-27 22:00:00-05:00,34.54999923706055,34.70000076293945,34.400001525878906,34.599998474121094,890600
2025-02-27 22:30:00-05:00,34.45000076293945,34.5,34.20000076293945,34.5,1094200
2025-02-28 00:00:00-05:00,34.099998474121094,34.599998474121094,33.95000076293945,34.400001525878906,2921900
2025-02-28 00:30:00-05:00,33.900001525878906,34.099998474121094,33.54999923706055,34.099998474121094,2705930
2025-02-28 01:00:00-05:00,33.599998474121094,33.900001525878906,33.400001525878906,33.79999923706055,1804100
2025-02-28 01:30:00-05:00,33.400001525878906,33.849998474121094,33.349998474121094,33.599998474121094,2064766
2025-02-28 02:00:00-05:00,33.45000076293945,33.54999923706055,33.20000076293945,33.349998474121094,2921768
2025-02-28 02:30:00-05:00,33.599998474121094,33.849998474121094,33.29999923706055,33.45000076293945,3253134
2025-02-28 03:00:00-05:00,33.79999923706055,33.79999923706055,33.79999923706055,33.79999923706055,2383250
2025-03-02 20:30:00-05:00,34.45000076293945,34.599998474121094,33.099998474121094,34.150001525878906,3954652
2025-03-02 21:00:00-05:00,35.150001525878906,35.20000076293945,34.400001525878906,34.45000076293945,2433200
2025-03-02 21:30:00-05:00,35.04999923706055,35.25,34.75,35.099998474121094,1393700
2025-03-02 22:00:00-05:00,35.150001525878906,35.5,34.75,35.099998474121094,1808869
2025-03-02 22:30:00-05:00,34.75,35.29999923706055,34.70000076293945,35.099998474121094,530735
2025-03-03 00:00:00-05:00,35.650001525878906,35.75,34.70000076293945,34.75,1986450
2025-03-03 00:30:00-05:00,35.20000076293945,35.650001525878906,35.0,35.599998474121094,1780550
2025-03-03 01:00:00-05:00,35.04999923706055,35.25,34.75,35.150001525878906,1317450
2025-03-03 01:30:00-05:00,35.150001525878906,35.20000076293945,34.79999923706055,35.04999923706055,1253850
2025-03-03 02:00:00-05:00,35.349998474121094,35.54999923706055,35.150001525878906,35.150001525878906,1629200
2025-03-03 02:30:00-05:00,35.5,35.599998474121094,35.150001525878906,35.349998474121094,2020529
2025-03-03 03:00:00-05:00,35.5,35.5,35.5,35.5,715750
2025-03-03 20:30:00-05:00,34.70000076293945,35.54999923706055,34.349998474121094,34.95000076293945,3074450
2025-03-03 21:00:00-05:00,34.75,35.0,34.5,34.75,978400
2025-03-03 21:30:00-05:00,34.70000076293945,35.04999923706055,34.70000076293945,34.79999923706055,791000
2025-03-03 22:00:00-05:00,35.04999923706055,35.25,34.75,34.79999923706055,704200
2025-03-03 22:30:00-05:00,35.400001525878906,35.400001525878906,35.04999923706055,35.04999923706055,588280
2025-03-04 00:00:00-05:00,35.75,35.75,35.099998474121094,35.29999923706055,2211365
2025-03-04 00:30:00-05:00,36.04999923706055,36.25,35.70000076293945,35.70000076293945,2412050
2025-03-04 01:00:00-05:00,35.79999923706055,36.04999923706055,35.650001525878906,36.0,1239700
2025-03-04 01:30:00-05:00,36.04999923706055,36.099998474121094,35.79999923706055,35.79999923706055,804626
2025-03-04 02:00:00-05:00,36.0,36.099998474121094,35.900001525878906,36.0,1108600
2025-03-04 02:30:00-05:00,36.099998474121094,36.25,35.95000076293945,36.0,2116092
2025-03-04 03:00:00-05:00,36.04999923706055,36.04999923706055,36.04999923706055,36.04999923706055,759800
2025-03-04 20:30:00-05:00,37.0,37.95000076293945,36.20000076293945,36.54999923706055,5622788
2025-03-04 21:00:00-05:00,36.79999923706055,37.20000076293945,36.650001525878906,37.0,1524946
2025-03-04 21:30:00-05:00,36.29999923706055,37.0,36.25,36.79999923706055,1328050
2025-03-04 22:00:00-05:00,36.849998474121094,36.95000076293945,36.20000076293945,36.25,1196200
2025-03-04 22:30:00-05:00,37.20000076293945,37.400001525878906,36.79999923706055,36.849998474121094,1018600
2025-03-05 00:00:00-05:00,37.0,37.349998474121094,36.900001525878906,37.20000076293945,710550
2025-03-05 00:30:00-05:00,37.099998474121094,37.25,36.95000076293945,37.0,674505
2025-03-05 01:00:00-05:00,37.29999923706055,37.45000076293945,37.099998474121094,37.099998474121094,1525270
2025-03-05 01:30:00-05:00,37.75,37.849998474121094,37.25,37.29999923706055,1822010
2025-03-05 02:00:00-05:00,38.849998474121094,38.900001525878906,37.70000076293945,37.70000076293945,4861262
2025-03-05 02:30:00-05:00,38.650001525878906,38.849998474121094,38.599998474121094,38.849998474121094,2875164
2025-03-05 03:00:00-05:00,38.650001525878906,38.650001525878906,38.650001525878906,38.650001525878906,1028800
2025-03-05 20:30:00-05:00,39.0,39.349998474121094,38.150001525878906,39.29999923706055,7440350
2025-03-05 21:00:00-05:00,39.099998474121094,39.5,38.849998474121094,39.04999923706055,2635950
2025-03-05 21:30:00-05:00,40.25,40.349998474121094,39.099998474121094,39.099998474121094,4893082
2025-03-05 22:00:00-05:00,40.900001525878906,41.0,40.25,40.25,4232176
2025-03-05 22:30:00-05:00,40.849998474121094,40.900001525878906,40.599998474121094,40.900001525878906,1348240
2025-03-06 00:00:00-05:00,40.29999923706055,40.849998474121094,40.20000076293945,40.849998474121094,2107559
2025-03-06 00:30:00-05:00,39.79999923706055,40.349998474121094,39.599998474121094,40.29999923706055,2863321
2025-03-06 01:00:00-05:00,40.099998474121094,40.25,39.79999923706055,39.79999923706055,1493730
2025-03-06 01:30:00-05:00,40.5,40.599998474121094,40.0,40.099998474121094,1358400
2025-03-06 02:00:00-05:00,40.5,40.75,40.349998474121094,40.5,2047650
2025-03-06 02:30:00-05:00,40.79999923706055,40.79999923706055,40.5,40.5,2869720
2025-03-06 03:00:00-05:00,40.79999923706055,40.79999923706055,40.79999923706055,40.79999923706055,894100
