Price,Close,High,Low,Open,Volume
Ticker,9888.HK,9888.HK,9888.HK,9888.HK,9888.HK
Datetime,,,,,
2025-03-03 20:30:00-05:00,82.5,82.55000305175781,81.4000015258789,82.05000305175781,426100
2025-03-03 20:31:00-05:00,82.25,82.55000305175781,82.19999694824219,82.44999694824219,46450
2025-03-03 20:32:00-05:00,82.25,82.3499984741211,82.0999984741211,82.30000305175781,33000
2025-03-03 20:33:00-05:00,82.3499984741211,82.5,82.19999694824219,82.19999694824219,83350
2025-03-03 20:34:00-05:00,82.30000305175781,82.3499984741211,82.19999694824219,82.30000305175781,37100
2025-03-03 20:35:00-05:00,82.1500015258789,82.3499984741211,82.05000305175781,82.30000305175781,63800
2025-03-03 20:36:00-05:00,82.1500015258789,82.3499984741211,82.0999984741211,82.0999984741211,71800
2025-03-03 20:37:00-05:00,81.9000015258789,82.1500015258789,81.8499984741211,82.1500015258789,105150
2025-03-03 20:38:00-05:00,81.8499984741211,82.0,81.69999694824219,81.9000015258789,66950
2025-03-03 20:39:00-05:00,81.8499984741211,81.9000015258789,81.80000305175781,81.80000305175781,21950
2025-03-03 20:40:00-05:00,81.8499984741211,81.9000015258789,81.75,81.80000305175781,50100
2025-03-03 20:41:00-05:00,81.9000015258789,82.05000305175781,81.8499984741211,81.8499984741211,22800
2025-03-03 20:42:00-05:00,82.0,82.05000305175781,81.94999694824219,82.0,52700
2025-03-03 20:43:00-05:00,81.94999694824219,82.0,81.9000015258789,82.0,31800
2025-03-03 20:44:00-05:00,81.8499984741211,82.0,81.8499984741211,82.0,17150
2025-03-03 20:45:00-05:00,81.9000015258789,82.0,81.80000305175781,81.8499984741211,154050
2025-03-03 20:46:00-05:00,82.0999984741211,82.0999984741211,81.9000015258789,82.0,65750
2025-03-03 20:47:00-05:00,82.19999694824219,82.19999694824219,82.0,82.0999984741211,26250
2025-03-03 20:48:00-05:00,82.25,82.25,82.1500015258789,82.19999694824219,28289
2025-03-03 20:49:00-05:00,82.19999694824219,82.25,82.1500015258789,82.19999694824219,9900
