Price,Close,High,Low,Open,Volume
Ticker,9888.HK,9888.HK,9888.HK,9888.HK,9888.HK
Datetime,,,,,
2025-03-02 20:30:00-05:00,84.1500015258789,84.5,84.0,84.0999984741211,210047
2025-03-02 20:31:00-05:00,84.05000305175781,84.0999984741211,83.75,84.0999984741211,63900
2025-03-02 20:32:00-05:00,84.05000305175781,84.1500015258789,83.9000015258789,84.0999984741211,66150
2025-03-02 20:33:00-05:00,84.05000305175781,84.0999984741211,84.0,84.05000305175781,20250
2025-03-02 20:34:00-05:00,83.9000015258789,84.05000305175781,83.80000305175781,84.05000305175781,62800
2025-03-02 20:35:00-05:00,83.8499984741211,83.94999694824219,83.8499984741211,83.94999694824219,18787
2025-03-02 20:36:00-05:00,83.75,83.9000015258789,83.75,83.9000015258789,17750
2025-03-02 20:37:00-05:00,83.9000015258789,83.94999694824219,83.75,83.75,69500
2025-03-02 20:38:00-05:00,83.6500015258789,83.9000015258789,83.5999984741211,83.9000015258789,28300
2025-03-02 20:39:00-05:00,83.69999694824219,83.69999694824219,83.5999984741211,83.6500015258789,41000
2025-03-02 20:40:00-05:00,83.5999984741211,83.75,83.5,83.75,41450
2025-03-02 20:41:00-05:00,83.80000305175781,83.80000305175781,83.5999984741211,83.5999984741211,14500
2025-03-02 20:42:00-05:00,83.69999694824219,83.8499984741211,83.6500015258789,83.8499984741211,15100
2025-03-02 20:43:00-05:00,83.80000305175781,83.80000305175781,83.75,83.75,5700
2025-03-02 20:44:00-05:00,83.9000015258789,84.0,83.80000305175781,83.80000305175781,26400
2025-03-02 20:45:00-05:00,84.05000305175781,84.0999984741211,83.80000305175781,83.8499984741211,53841
2025-03-02 20:46:00-05:00,84.19999694824219,84.25,84.0999984741211,84.0999984741211,27050
2025-03-02 20:47:00-05:00,84.4000015258789,84.44999694824219,84.1500015258789,84.19999694824219,40050
2025-03-02 20:48:00-05:00,84.5999984741211,84.5999984741211,84.3499984741211,84.3499984741211,41650
2025-03-02 20:49:00-05:00,84.80000305175781,84.80000305175781,84.6500015258789,84.6500015258789,58850
